"PGM_SYS_ACRNM","PGM_SYS_ID","LATITUDE83","LONGITUDE83","CONVEYOR","COLLECT_DESC","ACCURACY_VALUE","REF_POINT_DESC","HDATUM_DESC","SOURCE_DESC","STATE_CODE"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","11428811","32.3219","-80.4912","EIS","","","","","OTHER","SC"
"EIS","8336611","34.596922","-82.761656","EIS","","","","","","SC"
"EIS","8336611","34.597939","-82.762642","EIS","","","","","","SC"
"EIS","8336611","34.596389","-82.761944","EIS","","","","","","SC"
"EIS","8336611","34.596406","-82.761789","EIS","","","","","","SC"
"EIS","8336611","34.594639","-82.760767","EIS","","","","","","SC"
"EIS","5804711","34.89055","-81.07389","EIS","UNKNOWN","","ACRES POINTS NOT REPRESENTED BY 101-107","","OTHER","SC"
"EIS","3176011","35.022955","-82.561291","EIS","","","","","","SC"
"EIS","8336611","34.594472","-82.7591","EIS","","","","","","SC"
"EIS","8336611","34.595131","-82.761764","EIS","","","","","","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","3177311","34.905574","-82.344534","EIS","ADDRESS MATCHING-STREET CENTERLINE","50","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","CONTRACTOR","SC"
"EIS","17938411","33.135098","-80.244891","EIS","","","","","","SC"
"EIS","17938411","33.132426","-80.249678","EIS","","","","","","SC"
"EIS","4972911","33.234277","-81.3644","EIS","","","","","","SC"
"EIS","4972911","33.234277","-81.3644","EIS","","","","","","SC"
"EIS","8336611","34.595794","-82.760072","EIS","","","","","","SC"
"EIS","8336611","34.595878","-82.759986","EIS","","","","","","SC"
"EIS","4948011","33.75","-81.25","EIS","INTERPOLATION-OTHER","","ACRES POINTS NOT REPRESENTED BY 101-107","","CONTRACTOR","SC"
"EIS","2843111","35.03192","-81.86916","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","4054811","33.93471","-81.09639","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","4054811","33.93471","-81.09639","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","3966211","34.85385","-82.42223","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","3966211","34.85385","-82.42223","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","4054811","33.93471","-81.09639","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","17938411","33.136979","-80.242849","EIS","","","","","","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","17938411","33.133034","-80.248304","EIS","","","","","","SC"
"EIS","8336611","34.597494","-82.761275","EIS","","","","","","SC"
"EIS","8336611","34.596389","-82.761944","EIS","","","","","","SC"
"EIS","8336611","34.594931","-82.760469","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","4054811","33.93471","-81.09639","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","3176011","35.022955","-82.561291","EIS","","","","","","SC"
"EIS","9159711","33.8285","-79.12217","EIS","","","","","OTHER","SC"
"EIS","3763711","35.060458","-81.66553","EIS","ADDRESS MATCHING-STREET CENTERLINE","50","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","CONTRACTOR","SC"
"EIS","8336611","34.5947","-82.761894","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","16086011","34.909722","-81.075","EIS","","","","","OTHER","SC"
"EIS","8336611","34.595083","-82.759547","EIS","","","","","","SC"
"EIS","2843111","35.03192","-81.86916","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","4760611","32.745991","-81.242588","EIS","","","","","","SC"
"EIS","3763711","35.06044","-81.665543","EIS","ADDRESS MATCHING-STREET CENTERLINE","50","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","CONTRACTOR","SC"
"EIS","4054811","33.93471","-81.09639","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","4972911","33.234277","-81.3644","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","8336611","34.596389","-82.761944","EIS","","","","","","SC"
"EIS","8336611","34.597214","-82.761344","EIS","","","","","","SC"
"EIS","17938411","33.132364","-80.25234","EIS","","","","","","SC"
"EIS","17938411","33.134294","-80.249316","EIS","","","","","","SC"
"EIS","4800311","34.22","-82.05999","EIS","INTERPOLATION-OTHER","","ACRES POINTS NOT REPRESENTED BY 101-107","","CONTRACTOR","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","8336611","34.595236","-82.759761","EIS","","","","","","SC"
"EIS","8336611","34.595425","-82.760861","EIS","","","","","","SC"
"EIS","4972911","33.234277","-81.3644","EIS","","","","","","SC"
"EIS","4972911","33.234277","-81.3644","EIS","","","","","","SC"
"EIS","8336611","34.596389","-82.761944","EIS","","","","","","SC"
"EIS","8336611","34.595286","-82.759908","EIS","","","","","","SC"
"EIS","8336611","34.594528","-82.760503","EIS","","","","","","SC"
"EIS","3176011","35.022955","-82.561291","EIS","","","","","","SC"
"EIS","3176011","35.022955","-82.561291","EIS","","","","","","SC"
"EIS","17938411","33.132959","-80.248984","EIS","","","","","","SC"
"EIS","17938411","33.137025","-80.248021","EIS","","","","","","SC"
"EIS","17938411","33.136111","-80.2475","EIS","INTERPOLATION-PHOTO","100","CENTER OF A FACILITY OR STATION","WGS84","SOUTH CAROLINA","SC"
"EIS","17938411","33.137025","-80.248021","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","3966211","34.84999","-82.41999","EIS","INTERPOLATION-OTHER","","ACRES POINTS NOT REPRESENTED BY 101-107","","CONTRACTOR","SC"
"EIS","8336611","34.597717","-82.762075","EIS","","","","","","SC"
"EIS","8336611","34.594456","-82.76085","EIS","","","","","","SC"
"EIS","4760611","32.74","-81.23999","EIS","INTERPOLATION-OTHER","","ACRES POINTS NOT REPRESENTED BY 101-107","","CONTRACTOR","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","4951411","34.375958","-79.896878","EIS","INTERPOLATION-SATELLITE","","CENTER OF A FACILITY OR STATION","WGS84","EPA HEADQUARTERS","SC"
"EIS","5047811","34.29193","-81.0025","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","4800311","34.22692","-82.06139","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","4120911","32.79484","-80.02091","EIS","GPS - UNSPECIFIED","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","8336611","34.594403","-82.764356","EIS","","","","","","SC"
"EIS","8336611","34.596389","-82.761944","EIS","","","","","","SC"
"EIS","8336611","34.594833","-82.760553","EIS","","","","","","SC"
"EIS","8336611","34.593133","-82.76165","EIS","","","","","","SC"
"EIS","8336611","34.595278","-82.760161","EIS","","","","","","SC"
"EIS","8336611","34.593731","-82.761333","EIS","","","","","","SC"
"EIS","3176011","35.022955","-82.561291","EIS","","","","","","SC"
"EIS","3176011","35.022955","-82.561291","EIS","","","","","","SC"
"EIS","3176011","35.022955","-82.561291","EIS","","","","","","SC"
"EIS","17938411","33.136979","-80.242849","EIS","","","","","","SC"
"EIS","17938411","33.135098","-80.244891","EIS","","","","","","SC"
"EIS","17938411","33.136979","-80.242849","EIS","","","","","","SC"
"EIS","8336611","34.595042","-82.760803","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","8336611","34.596389","-82.761944","EIS","","","","","","SC"
"EIS","8336611","34.596389","-82.761944","EIS","","","","","","SC"
"EIS","11929511","34.2294","-80.6822","EIS","","","","","OTHER","SC"
"EIS","11106711","33.7286","-79.516","EIS","","","","","OTHER","SC"
"EIS","11429011","34.9982","-82.7349","EIS","","","","","OTHER","SC"
"EIS","2932211","32.857535","-79.980371","EIS","ADDRESS MATCHING-BLOCK FACE","12","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","CONTRACTOR","SC"
"EIS","3890411","34.512123","-82.618863","EIS","INTERPOLATION-OTHER","","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","EPA HEADQUARTERS","SC"
"EIS","4972911","33.234277","-81.3644","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","8336611","34.596308","-82.762058","EIS","","","","","","SC"
"EIS","8336611","34.598008","-82.762683","EIS","","","","","","SC"
"EIS","8336611","34.594944","-82.762111","EIS","","","","","","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","16842611","34.159994","-79.56599","EIS","","","","","","SC"
"EIS","17938411","33.136979","-80.242849","EIS","","","","","","SC"
"EIS","17938411","33.132949","-80.249034","EIS","","","","","","SC"
"EIS","4054811","33.93471","-81.09639","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","4948011","33.75027","-81.25045","EIS","UNKNOWN","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","4972911","33.234277","-81.3644","EIS","","","","","","SC"
"EIS","4972911","33.234277","-81.3644","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","17938411","33.132721","-80.248932","EIS","","","","","","SC"
"EIS","17938411","33.132302","-80.251426","EIS","","","","","","SC"
"EIS","17938411","33.132679","-80.249162","EIS","","","","","","SC"
"EIS","8336611","34.595247","-82.760586","EIS","","","","","","SC"
"EIS","8336611","34.5951","-82.759572","EIS","","","","","","SC"
"EIS","4054811","33.93471","-81.09639","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","4054811","33.93471","-81.09639","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","4054811","33.93471","-81.09639","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","3908711","33.565704","-81.838521","EIS","ZIP CODE-CENTROID","10000","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","OTHER FEDERAL AGENCY","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","8336611","34.592822","-82.761619","EIS","","","","","","SC"
"EIS","8336611","34.595367","-82.759944","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","17938411","33.132878","-80.249127","EIS","","","","","","SC"
"EIS","8336611","34.596389","-82.761944","EIS","","","","","","SC"
"EIS","4054811","33.93471","-81.09639","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","4054811","33.93471","-81.09639","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","3176011","35.022955","-82.561291","EIS","INTERPOLATION-PHOTO","50","CENTER OF A FACILITY OR STATION","WGS84","SOUTH CAROLINA","SC"
"EIS","12085111","32.4913","-80.6151","EIS","","","","","OTHER","SC"
"EIS","12097411","34.5855","-82.3523","EIS","","","","","OTHER","SC"
"EIS","3427511","33.928264","-80.940473","EIS","ADDRESS MATCHING-BLOCK FACE","12","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","CONTRACTOR","SC"
"EIS","8307511","34.69095","-82.198084","EIS","ADDRESS MATCHING-BLOCK FACE","12","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","CONTRACTOR","SC"
"EIS","4120911","32.79484","-80.02091","EIS","GPS - UNSPECIFIED","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","4120911","32.79484","-80.02091","EIS","GPS - UNSPECIFIED","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","4948011","33.75027","-81.25045","EIS","UNKNOWN","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","4972911","33.234277","-81.3644","EIS","","","","","","SC"
"EIS","4972911","33.234277","-81.3644","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","8336711","34.50999","-82.48999","EIS","INTERPOLATION-OTHER","","ACRES POINTS NOT REPRESENTED BY 101-107","","CONTRACTOR","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","17938411","33.136979","-80.242849","EIS","","","","","","SC"
"EIS","17938411","33.132987","-80.248687","EIS","","","","","","SC"
"EIS","8336611","34.593014","-82.757986","EIS","","","","","","SC"
"EIS","8336611","34.595794","-82.759689","EIS","","","","","","SC"
"EIS","8336611","34.596397","-82.760233","EIS","","","","","","SC"
"EIS","8336611","34.596389","-82.761944","EIS","","","","","","SC"
"EIS","17938411","33.132684","-80.24971","EIS","","","","","","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","8336611","34.596161","-82.761975","EIS","","","","","","SC"
"EIS","8336611","34.596389","-82.761944","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","17938411","33.135098","-80.244891","EIS","","","","","","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","8336611","34.594006","-82.760672","EIS","","","","","","SC"
"EIS","4054811","33.93471","-81.09639","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","3093911","34.684159","-82.399396","EIS","ADDRESS MATCHING-BLOCK FACE","12","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","CONTRACTOR","SC"
"EIS","2970111","33.769639","-81.908302","EIS","ADDRESS MATCHING-BLOCK FACE","12","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","CONTRACTOR","SC"
"EIS","4948011","33.75027","-81.25045","EIS","UNKNOWN","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","4948011","33.75027","-81.25045","EIS","UNKNOWN","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","4760611","32.745991","-81.242588","EIS","","","","","","SC"
"EIS","7870811","33.36512","-81.031158","EIS","INTERPOLATION-SATELLITE","","CENTER OF A FACILITY OR STATION","WGS84","EPA HEADQUARTERS","SC"
"EIS","7870811","33.36512","-81.031158","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","8336611","34.595386","-82.760044","EIS","","","","","","SC"
"EIS","8336611","34.596389","-82.761944","EIS","","","","","","SC"
"EIS","8336611","34.596389","-82.761944","EIS","","","","","","SC"
"EIS","8336611","34.596389","-82.761944","EIS","","","","","","SC"
"EIS","17938411","33.136979","-80.242849","EIS","","","","","","SC"
"EIS","4120911","32.79","-80.01999","EIS","INTERPOLATION-OTHER","","ACRES POINTS NOT REPRESENTED BY 101-107","","CONTRACTOR","SC"
"EIS","7870811","33.366497","-81.032637","EIS","ADDRESS MATCHING-STREET CENTERLINE","50","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","OTHER","SC"
"EIS","18956211","34.441849","-81.071619","EIS","","","","","","SC"
"EIS","8336611","34.595828","-82.759914","EIS","","","","","","SC"
"EIS","8336611","34.595217","-82.76105","EIS","","","","","","SC"
"EIS","8336611","34.594628","-82.761792","EIS","","","","","","SC"
"EIS","2843111","35.03192","-81.86916","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","4972911","33.234277","-81.3644","EIS","","","","","","SC"
"EIS","4972911","33.234277","-81.3644","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","2953611","33.040087","-80.207762","EIS","INTERPOLATION-MAP","5","CENTER OF A FACILITY OR STATION","WGS84","SOUTH CAROLINA","SC"
"EIS","3176011","35.022955","-82.561291","EIS","","","","","","SC"
"EIS","3176011","35.022955","-82.561291","EIS","","","","","","SC"
"EIS","4054811","33.93471","-81.09639","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","8336611","34.594603","-82.760803","EIS","","","","","","SC"
"EIS","8338011","34.89831","-81.76666","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","17938411","33.132727","-80.250053","EIS","","","","","","SC"
"EIS","17938411","33.132918","-80.248996","EIS","","","","","","SC"
"EIS","8336611","34.595158","-82.760967","EIS","","","","","","SC"
"EIS","8336611","34.595217","-82.759739","EIS","","","","","","SC"
"EIS","8336611","34.595097","-82.760881","EIS","","","","","","SC"
"EIS","8336611","34.595744","-82.760001","EIS","","","","","","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","2843111","35.03192","-81.86916","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","2843111","35.03192","-81.86916","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","8421411","35.019709","-81.781953","EIS","","","","","","SC"
"EIS","3888811","34.61918","-82.509809","EIS","ZIP CODE-CENTROID","10000","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","OTHER FEDERAL AGENCY","SC"
"EIS","4103511","34.695989","-79.914175","EIS","","","","","","SC"
"EIS","4103511","34.695989","-79.914175","EIS","","","","","","SC"
"EIS","4103511","34.695989","-79.914175","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","2915911","32.894494","-80.065953","EIS","ZIP CODE-CENTROID","10000","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","OTHER FEDERAL AGENCY","SC"
"EIS","11331411","33.6097","-82.1358","EIS","","","","","OTHER","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","4103511","34.695989","-79.914175","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","2915911","32.894494","-80.065953","EIS","ZIP CODE-CENTROID","10000","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","OTHER FEDERAL AGENCY","SC"
"EIS","8421411","35.02","-81.77999","EIS","INTERPOLATION-OTHER","","ACRES POINTS NOT REPRESENTED BY 101-107","","CONTRACTOR","SC"
"EIS","8421411","35.019709","-81.781953","EIS","","","","","","SC"
"EIS","8331611","32.80691","-79.93193","EIS","UNKNOWN","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","3176011","35.022955","-82.561291","EIS","","","","","","SC"
"EIS","3174611","34.1108","-79.9179","EIS","INTERPOLATION-PHOTO","","CENTER OF A FACILITY OR STATION","WGS84","EPA HEADQUARTERS","SC"
"EIS","2969711","33.05916","-80.23388","EIS","UNKNOWN","","ACRES POINTS NOT REPRESENTED BY 101-107","","OTHER","SC"
"EIS","4054811","33.93471","-81.09639","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","3966211","34.85385","-82.42223","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","5468811","34.246228","-82.140139","EIS","ADDRESS MATCHING-STREET CENTERLINE","50","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","CONTRACTOR","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","4972911","33.234277","-81.3644","EIS","","","","","","SC"
"EIS","4972911","33.234277","-81.3644","EIS","","","","","","SC"
"EIS","8336611","34.595617","-82.760011","EIS","","","","","","SC"
"EIS","8336611","34.594456","-82.760717","EIS","","","","","","SC"
"EIS","8336611","34.595433","-82.759756","EIS","","","","","","SC"
"EIS","8336611","34.596389","-82.761944","EIS","","","","","","SC"
"EIS","8336611","34.596389","-82.761944","EIS","","","","","","SC"
"EIS","8336611","34.596389","-82.761944","EIS","","","","","","SC"
"EIS","8336611","34.593753","-82.761367","EIS","","","","","","SC"
"EIS","6639811","34.526204","-79.838704","EIS","","","","","","SC"
"EIS","17938411","33.134294","-80.249316","EIS","","","","","","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","3176011","35.022955","-82.561291","EIS","","","","","","SC"
"EIS","3176011","35.022955","-82.561291","EIS","","","","","","SC"
"EIS","3176011","35.022955","-82.561291","EIS","","","","","","SC"
"EIS","2915711","33.67288","-80.776409","EIS","INTERPOLATION-OTHER","","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","EPA HEADQUARTERS","SC"
"EIS","5047811","34.29193","-81.0025","EIS","ADDRESS MATCHING-STREET CENTERLINE","5","POINT WHERE SUBSTANCE IS RELEASED","WGS84","OTHER","SC"
"EIS","5467111","34.87305","-82.36972","EIS","UNKNOWN","","ACRES POINTS NOT REPRESENTED BY 101-107","","OTHER","SC"
"EIS","4972911","33.234277","-81.3644","EIS","","","","","","SC"
"EIS","4951411","34.375958","-79.896878","EIS","","","","","","SC"
"EIS","7870811","33.36512","-81.031158","EIS","","","","","","SC"
"EIS","8336611","34.597131","-82.761581","EIS","","","","","","SC"
"EIS","2915911","32.894494","-80.065953","EIS","ZIP CODE-CENTROID","10000","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","OTHER FEDERAL AGENCY","SC"
"EIS","2915911","32.894494","-80.065953","EIS","ZIP CODE-CENTROID","10000","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","OTHER FEDERAL AGENCY","SC"
"EIS","5468611","34.17464","-82.157099","EIS","ADDRESS MATCHING-BLOCK FACE","12","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","CONTRACTOR","SC"
"EIS","5720711","33.275","-80.43888","EIS","","","","","OTHER","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","3425611","34.014774","-81.033954","EIS","ADDRESS MATCHING-BLOCK FACE","12","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","CONTRACTOR","SC"
"EIS","3890211","34.535272","-82.687915","EIS","ADDRESS MATCHING-STREET CENTERLINE","50","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","CONTRACTOR","SC"
"EIS","4103511","34.695989","-79.914175","EIS","","","","","","SC"
"EIS","4103511","34.695989","-79.914175","EIS","","","","","","SC"
"EIS","8421411","35.019709","-81.781953","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
"EIS","5720711","33.27738","-80.430135","EIS","","","","","","SC"
