"PGM_SYS_ACRNM","PGM_SYS_ID","LATITUDE83","LONGITUDE83","CONVEYOR","COLLECT_DESC","ACCURACY_VALUE","REF_POINT_DESC","HDATUM_DESC","SOURCE_DESC","STATE_CODE"
"ACRES","111096","34.201246","-79.767679","ACRES","","","","","","SC"
"ACRES","128522","34.056551","-81.048069","ACRES","","","","","","SC"
"ACRES","223641","34.850721","-82.409516","ACRES","","","","","","SC"
"ACRES","243249","33.56262","-81.71913","ACRES","","","","","","SC"
"ACRES","67361","33.982717","-80.957611","ACRES","INTERPOLATION-SATELLITE","","CENTER OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","125985","34.642385","-82.454823","ACRES","ADDRESS MATCHING-NEAREST INTERSECTION","","ACRES POINTS NOT REPRESENTED BY 101-107","NAD83","","SC"
"ACRES","73021","34.928474","-81.028359","ACRES","GPS - UNSPECIFIED","","CENTER OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","122903","34.05965","-80.951928","ACRES","","","","","","SC"
"ACRES","235311","34.861369","-82.407965","ACRES","","","","","","SC"
"ACRES","14777","34.84802","-82.400219","ACRES","","","","","","SC"
"ACRES","177223","32.822135","-79.936714","ACRES","INTERPOLATION-MAP","","CENTER OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","175212","34.934727","-81.034631","ACRES","INTERPOLATION-SATELLITE","","ENTRANCE POINT OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","158444","32.838725","-79.961562","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","235298","34.684927","-79.882685","ACRES","","","","","","SC"
"ACRES","149965","33.664613","-79.828848","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","15125","34.928611","-81.02722","ACRES","","","","","","SC"
"ACRES","11707","34.5909","-81.464981","ACRES","","","","","","SC"
"ACRES","94443","34.500699","-82.62983","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","12471","33.624981","-80.947441","ACRES","","","","","","SC"
"ACRES","110087","34.961948","-81.92485","ACRES","ADDRESS MATCHING-OTHER","","CENTER OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","111151","33.999025","-81.030728","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","239343","34.854229","-82.411632","ACRES","","","","","","SC"
"ACRES","206781","34.8462","-82.4076","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","146761","34.036769","-81.00878","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","18261","34.4","-82.242","ACRES","GPS - UNSPECIFIED","","","WGS84","","SC"
"ACRES","14771","34.843387","-82.407748","ACRES","ADDRESS MATCHING-HOUSE NUMBER","75","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","241412","34.847095","-82.370106","ACRES","","","","","","SC"
"ACRES","114901","34.050685","-81.044894","ACRES","","","","","","SC"
"ACRES","129581","34.006531","-81.035434","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","165664","32.999087","-81.295167","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","236783","34.718569","-82.792922","ACRES","","","","","","SC"
"ACRES","110642","34.199238","-79.766126","ACRES","","","","","","SC"
"ACRES","122761","34.051376","-81.039729","ACRES","","","","","","SC"
"ACRES","229542","34.721586","-82.784696","ACRES","","","","","","SC"
"ACRES","132401","33.999244","-81.040797","ACRES","","","","","","SC"
"ACRES","41841","33.3265","-81.143","ACRES","GPS CODE (PSEUDO RANGE) DIFFERENTIAL","","ACRES POINTS NOT REPRESENTED BY 101-107","WGS84","","SC"
"ACRES","145241","34.379992","-80.062292","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","93581","34.928455","-81.02418","ACRES","UNKNOWN","","CENTER OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","150022","32.873731","-79.996829","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","134071","34.496578","-82.650619","ACRES","INTERPOLATION-SATELLITE","","ACRES POINTS NOT REPRESENTED BY 101-107","NAD83","","SC"
"ACRES","137025","33.61325","-81.804408","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","242268","34.856695","-82.41382","ACRES","","","","","","SC"
"ACRES","229541","34.725285","-82.77799","ACRES","","","","","","SC"
"ACRES","238464","32.902194","-80.662127","ACRES","","","","","","SC"
"ACRES","10386","34.476954","-82.646249","ACRES","","","","","","SC"
"ACRES","229364","33.986486","-81.037555","ACRES","","","","","","SC"
"ACRES","182541","33.036265","-81.222037","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","111100","34.202041","-79.76638","ACRES","","","","","","SC"
"ACRES","134058","34.498336","-82.648794","ACRES","INTERPOLATION-SATELLITE","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","14781","34.84802","-82.400219","ACRES","","","","","","SC"
"ACRES","18222","34.053598","-81.159622","ACRES","GPS - UNSPECIFIED","","ENTRANCE POINT OF A FACILITY OR STATION","","","SC"
"ACRES","111155","33.995891","-81.045961","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","132949","34.004631","-81.023613","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","110084","33.510953","-81.869176","ACRES","UNKNOWN","","CENTER OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","240475","33.008808","-81.308827","ACRES","","","","","","SC"
"ACRES","249318","34.834323","-82.585126","ACRES","","","","","","SC"
"ACRES","225741","34.844166","-82.390281","ACRES","","","","","","SC"
"ACRES","145441","34.371717","-80.073124","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","237322","32.902467","-80.665768","ACRES","","","","","","SC"
"ACRES","22301","34.29642","-81.62482","ACRES","","","ENTRANCE POINT OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","13580","35.022696","-81.811438","ACRES","ADDRESS MATCHING-HOUSE NUMBER","75","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","137562","32.914921","-80.03986","ACRES","INTERPOLATION -TM","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","228144","34.698435","-79.884292","ACRES","","","","","","SC"
"ACRES","228145","34.700154","-79.886156","ACRES","","","","","","SC"
"ACRES","146621","34.785346","-82.346924","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","239928","34.452839","-82.39095","ACRES","","","","","","SC"
"ACRES","240689","33.004804","-81.313678","ACRES","","","","","","SC"
"ACRES","126001","34.653752","-82.45832","ACRES","ADDRESS MATCHING-NEAREST INTERSECTION","","ACRES POINTS NOT REPRESENTED BY 101-107","NAD83","","SC"
"ACRES","133557","33.977627","-81.001668","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","11963","34.506255","-82.024032","ACRES","","","","","","SC"
"ACRES","134070","34.492772","-82.6501","ACRES","INTERPOLATION-SATELLITE","","ACRES POINTS NOT REPRESENTED BY 101-107","NAD83","","SC"
"ACRES","104441","33.9778","-81.00987","ACRES","INTERPOLATION-MAP","","CENTER OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","242880","34.830864","-82.602049","ACRES","","","","","","SC"
"ACRES","249881","34.911254","-81.013882","ACRES","","","","","","SC"
"ACRES","244350","34.24465","-80.61678","ACRES","","","","","","SC"
"ACRES","116341","34.019489","-81.041176","ACRES","","","","","","SC"
"ACRES","98761","34.052426","-81.039297","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","168541","32.817304","-79.958559","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","223581","34.854717","-82.409347","ACRES","","","","","","SC"
"ACRES","111145","34.006636","-81.035974","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","150002","32.880092","-80.012966","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","146622","34.849407","-82.412352","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","223541","34.869457","-82.413736","ACRES","","","","","","SC"
"ACRES","15124","34.92746","-81.0427","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","CENTER OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","242444","34.830137","-82.583175","ACRES","","","","","","SC"
"ACRES","210542","34.690772","-79.882982","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","122901","34.05965","-80.951928","ACRES","","","","","","SC"
"ACRES","239337","34.844793","-82.414247","ACRES","","","","","","SC"
"ACRES","117764","34.853698","-82.410061","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","222581","34.887317","-82.405359","ACRES","","","","","","SC"
"ACRES","177845","34.875407","-82.404233","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","150021","32.890491","-79.971388","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","241592","33.873836","-79.757271","ACRES","","","","","","SC"
"ACRES","163625","33.324127","-81.781883","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","223561","34.768749","-82.352484","ACRES","","","","","","SC"
"ACRES","11966","34.498868","-82.009977","ACRES","","","","","","SC"
"ACRES","206782","34.8462","-82.4145","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","241576","33.871967","-79.753531","ACRES","","","","","","SC"
"ACRES","223401","34.886596","-82.404991","ACRES","","","","","","SC"
"ACRES","206742","34.852506","-82.409572","ACRES","","","","","","SC"
"ACRES","241572","33.87193","-79.753336","ACRES","","","","","","SC"
"ACRES","59741","34.571092","-80.894839","ACRES","","","","WGS84","","SC"
"ACRES","244356","34.24569","-80.61669","ACRES","","","","","","SC"
"ACRES","31241","34.929856","-81.02385","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ACRES POINTS NOT REPRESENTED BY 101-107","WGS84","","SC"
"ACRES","193681","33.567118","-81.807277","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","110083","34.955215","-81.948117","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","CENTER OF A FACILITY OR STATION","NAD27","","SC"
"ACRES","12474","34.95096","-81.92982","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","61901","33.9854","-81.037","ACRES","INTERPOLATION-PHOTO","","CENTER OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","145443","34.374902","-80.067177","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","208121","34.593116","-81.462851","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","134072","34.497186","-82.648558","ACRES","INTERPOLATION-SATELLITE","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","223481","34.887656","-82.40751","ACRES","","","","","","SC"
"ACRES","25303","33.754","-82.20235","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","149968","33.664757","-79.828896","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","182561","34.868838","-82.40512","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","11704","34.924011","-81.026642","ACRES","","","","","","SC"
"ACRES","111094","34.202621","-79.768363","ACRES","","","","","","SC"
"ACRES","133502","32.880806","-79.996243","ACRES","","","","","","SC"
"ACRES","235297","34.68983","-79.897986","ACRES","","","","","","SC"
"ACRES","217661","34.015876","-81.039032","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","25301","33.47074","-79.56115","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","101161","33.998473","-81.042969","ACRES","INTERPOLATION-MAP","","CENTER OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","122904","34.058958","-80.951896","ACRES","","","","","","SC"
"ACRES","163961","32.860911","-79.964973","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","229342","34.006817","-81.036624","ACRES","","","","","","SC"
"ACRES","132024","34.833694","-82.41373","ACRES","ADDRESS MATCHING-OTHER","","","","","SC"
"ACRES","137561","32.857136","-79.970483","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","158121","32.7948","-79.9406","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","CENTER OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","171224","32.796725","-79.937957","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","15851","34.9293","-81.93066","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","237291","34.008054","-81.781783","ACRES","","","","","","SC"
"ACRES","78441","34.927773","-81.027653","ACRES","GPS - UNSPECIFIED","","CENTER OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","126102","34.060673","-80.951382","ACRES","","","","","","SC"
"ACRES","19722","34.500101","-82.013806","ACRES","","","","","","SC"
"ACRES","94442","34.499973","-82.629853","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","199181","34.854637","-82.41225","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","14778","34.835636","-82.413338","ACRES","","","","","","SC"
"ACRES","115383","34.948718","-81.92381","ACRES","ADDRESS MATCHING-OTHER","","CENTER OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","145261","34.356428","-80.059001","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","248372","34.827646","-82.609508","ACRES","","","","","","SC"
"ACRES","22622","32.6298","-80.8786","ACRES","","","","WGS84","","SC"
"ACRES","93601","34.929914","-81.029478","ACRES","UNKNOWN","","ENTRANCE POINT OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","168343","32.977181","-81.320022","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","11849","32.82609","-79.951754","ACRES","ADDRESS MATCHING-HOUSE NUMBER","75","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","72981","34.929","-81.028957","ACRES","GPS - UNSPECIFIED","","CENTER OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","249272","33.561462","-81.720688","ACRES","","","","","","SC"
"ACRES","125624","33.994516","-81.055747","ACRES","","","","","","SC"
"ACRES","244769","34.50612","-82.65528","ACRES","","","","","","SC"
"ACRES","239150","34.475114","-81.882241","ACRES","","","","","","SC"
"ACRES","241593","33.873148","-79.757433","ACRES","","","","","","SC"
"ACRES","177881","34.189522","-82.169617","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","11705","34.71529","-81.623192","ACRES","","","","","","SC"
"ACRES","244957","33.03311","-81.284566","ACRES","","","","","","SC"
"ACRES","241494","32.909495","-80.667765","ACRES","","","","","","SC"
"ACRES","206784","34.828652","-82.369037","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","14576","34.50044","-82.649579","ACRES","","","","","","SC"
"ACRES","18241","33.9069","-80.3588","ACRES","GPS - UNSPECIFIED","","ENTRANCE POINT OF A FACILITY OR STATION","","","SC"
"ACRES","241575","33.871986","-79.754558","ACRES","","","","","","SC"
"ACRES","11709","34.7206","-80.770927","ACRES","","","","","","SC"
"ACRES","111382","34.7116","-80.7773","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","CENTER OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","165321","32.86723","-79.984948","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","177863","34.872502","-82.407297","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","148201","34.851369","-82.378655","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","15855","32.8128","-79.9544","ACRES","","","","WGS84","","SC"
"ACRES","236932","34.007217","-81.757615","ACRES","","","","","","SC"
"ACRES","177864","34.867749","-82.404466","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","238609","32.904351","-80.667436","ACRES","","","","","","SC"
"ACRES","241594","33.8722","-79.753675","ACRES","","","","","","SC"
"ACRES","235723","34.71753","-82.786816","ACRES","","","","","","SC"
"ACRES","166702","32.882219","-79.974697","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","208582","34.001194","-81.773704","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","223441","34.887253","-82.406257","ACRES","","","","","","SC"
"ACRES","229344","33.991414","-81.039652","ACRES","","","","","","SC"
"ACRES","96422","34.925652","-81.040946","ACRES","","","","WGS84","","SC"
"ACRES","110086","33.559363","-81.789557","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","199561","34.924578","-81.026309","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","242464","34.88294","-82.710117","ACRES","","","","","","SC"
"ACRES","167361","34.19948","-82.1523","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","206743","34.852221","-82.412611","ACRES","","","","","","SC"
"ACRES","229343","34.007234","-81.035643","ACRES","","","","","","SC"
"ACRES","238574","34.002282","-81.772422","ACRES","","","","","","SC"
"ACRES","61881","33.98599","-81.03515","ACRES","INTERPOLATION-PHOTO","","CENTER OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","242160","34.704031","-81.21343","ACRES","","","","","","SC"
"ACRES","206785","34.848722","-82.397576","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","206783","34.8446","-82.3622","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","15774","33.498343","-81.896457","ACRES","","","","WGS84","","SC"
"ACRES","74701","34.9216","-81.014","ACRES","INTERPOLATION-MAP","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","241561","33.863724","-79.75026","ACRES","","","","","","SC"
"ACRES","166703","32.883573","-79.970982","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","10360","32.701205","-80.866494","ACRES","","","","","","SC"
"ACRES","12475","33.624981","-80.947441","ACRES","","","","","","SC"
"ACRES","248391","34.826296","-82.608911","ACRES","","","","","","SC"
"ACRES","244480","34.876073","-82.705121","ACRES","","","","","","SC"
"ACRES","134461","33.996227","-81.106516","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","110081","34.960559","-81.953567","ACRES","ADDRESS MATCHING-OTHER","","CENTER OF A FACILITY OR STATION","NAD27","","SC"
"ACRES","126281","33.990561","-81.068996","ACRES","","","","","","SC"
"ACRES","15126","34.931054","-81.031541","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","14782","34.857913","-82.385191","ACRES","","","","","","SC"
"ACRES","122263","34.028837","-81.025992","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","123225","34.0083","-81.0367","ACRES","","","","","","SC"
"ACRES","193021","34.847171","-82.403983","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","110089","34.955526","-81.942192","ACRES","ADDRESS MATCHING-OTHER","","CENTER OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","11964","34.498127","-82.014576","ACRES","","","","","","SC"
"ACRES","11847","32.793398","-79.947364","ACRES","ADDRESS MATCHING-HOUSE NUMBER","75","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","11708","34.993118","-81.242699","ACRES","","","","","","SC"
"ACRES","117701","33.999926","-81.0378","ACRES","","","","","","SC"
"ACRES","244357","34.245615","-80.615333","ACRES","","","","","","SC"
"ACRES","150023","32.856322","-79.969257","ACRES","","","","NAD83","","SC"
"ACRES","114221","34.0069","-81.0364","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","235293","34.681335","-79.900462","ACRES","","","","","","SC"
"ACRES","163681","32.876426","-79.975537","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","71661","33.009816","-81.307086","ACRES","ADDRESS MATCHING-NEAREST INTERSECTION","","ACRES POINTS NOT REPRESENTED BY 101-107","NAD27","","SC"
"ACRES","184521","34.018616","-81.040968","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","148522","34.836465","-82.39843","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","111157","33.999909","-81.037792","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","11850","32.824777","-79.952862","ACRES","ADDRESS MATCHING-HOUSE NUMBER","75","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","110085","34.945981","-81.934988","ACRES","ADDRESS MATCHING-OTHER","","CENTER OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","166104","32.881086","-79.980029","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","222561","34.852619","-82.429355","ACRES","","","","","","SC"
"ACRES","240434","33.010428","-81.306258","ACRES","","","","","","SC"
"ACRES","240473","33.023233","-81.311374","ACRES","","","","","","SC"
"ACRES","56341","34.833611","-81.685194","ACRES","","","","WGS84","","SC"
"ACRES","124857","33.999948","-81.037417","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","208622","33.996394","-81.771481","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","58861","34.16823","-82.14247","ACRES","UNKNOWN","","ENTRANCE POINT OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","131681","34.359318","-80.07028","ACRES","","","","","","SC"
"ACRES","241573","33.872053","-79.753487","ACRES","","","","","","SC"
"ACRES","22602","32.8937","-80.6627","ACRES","","","","WGS84","","SC"
"ACRES","228146","34.697496","-79.94125","ACRES","","","","","","SC"
"ACRES","241579","33.865216","-79.762685","ACRES","","","","","","SC"
"ACRES","67721","34.8538","-82.4146","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","241569","33.873225","-79.75353","ACRES","","","","","","SC"
"ACRES","218861","34.506071","-82.605531","ACRES","INTERPOLATION-SATELLITE","","ENTRANCE POINT OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","240472","32.960047","-81.237685","ACRES","","","","","","SC"
"ACRES","239339","34.8532","-82.410055","ACRES","","","","","","SC"
"ACRES","107401","33.917881","-80.341053","ACRES","","","","WGS84","","SC"
"ACRES","239340","34.856621","-82.412109","ACRES","","","","","","SC"
"ACRES","61861","34.04572","-81.03328","ACRES","INTERPOLATION-PHOTO","","CENTER OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","131161","33.566423","-81.81185","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","111143","33.987259","-81.035064","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","WGS84","","SC"
"ACRES","223501","34.971467","-82.431179","ACRES","","","","","","SC"
"ACRES","177201","32.887402","-79.978715","ACRES","ADDRESS MATCHING-HOUSE NUMBER","","ENTRANCE POINT OF A FACILITY OR STATION","NAD83","","SC"
"ACRES","249377","34.857729","-82.39646","ACRES","","","","","","SC"
"ACRES","12473","33.624981","-80.947441","ACRES","","","","","","SC"
"ACRES","239722","33.560419","-81.719979","ACRES","","","","","","SC"
"ACRES","230041","33.869028","-79.755967","ACRES","","","","","","SC"
